review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
sangat menarik,sangat menarik,1,Positif,auto,0.9963138699531555,umbul ponggok,Lainnya
"tempat wisata sumber air alami, . . . bisa berenang dgn ikan. . .",tempat wisata sumber air alami . bisa berenang dengan ikan .,1,Positif,auto,0.9899661540985107,umbul ponggok,Pemandangan & Alam
air nya mantaap. . jernih. . . tanpa kaporit,air nya mantaap . jernih . tanpa kaporit,1,Positif,auto,0.9971145391464233,umbul ponggok,Lainnya
pingin balik lagi. . airnya dingin banget,pingin balik lagi . airnya dingin banget,1,Positif,auto,0.9804608225822449,umbul ponggok,Suasana
puas banget main air. .,puas banget main air .,1,Positif,auto,0.9971302151679993,umbul ponggok,Lainnya
menarik,menarik,1,Positif,auto,0.9958940744400024,umbul ponggok,Lainnya
masih bagus,masih bagus,1,Positif,auto,0.9927505254745483,umbul ponggok,Lainnya
"recomended buat snorkling, kolam untuk anak² jg ada. bersih, nyaman. untuk toilet tlng di tingkatkan lg kebersihannya","sangat disarankan buat snorkeling , kolam untuk anak juga ada . bersih , nyaman . untuk toilet tlng di tingkatkan lg kebersihannya",1,Positif,auto,0.9957590699195862,umbul ponggok,Kebersihan|Fasilitas|Suasana
"bagus tempatnya, jernih airnya, tempat berenang dengan mata air asli gunung.","bagus tempatnya , jernih airnya , tempat berenang dengan mata air asli gunung .",1,Positif,auto,0.9979214072227478,umbul ponggok,Pemandangan & Alam
"the best ini ikan nya banyak dan besar2, semoga tetap bersih, tarif masih 10rb","the best ini ikan nya banyak dan besar2 , semoga tetap bersih , tarif masih 10rb",1,Positif,auto,0.997210681438446,umbul ponggok,Kebersihan|Harga & Tiket|Budaya & Tradisi
banyak perubahan setelah dilakukan renovasi. dulu kesini masih sangat jernih sepi dan murah dari segi tiket masuk dan makanan.,banyak perubahan setelah dilakukan renovasi . dulu kesini masih sangat jernih sepi dan murah dari segi tiket masuk dan makanan .,0,Negatif,auto,0.793824315071106,umbul ponggok,Harga & Tiket|Kuliner
"cocok untuk belajar menyelam, snorkeling, lebih baik datang ketika weekday karena sabtu minggu sering penuh, , air jernih, banyak ikan, apabila belum pandai berenang bisa sewa pelampung, saynag wahana nya mengurangi keasrian dr umbul","cocok untuk belajar menyelam , snorkeling , lebih baik datang ketika weekday karena sabtu minggu sering penuh , air jernih , banyak ikan , apabila belum pandai berenang bisa sewa pelampung , saynag wahana nya mengurangi keasrian dari umbul",1,Positif,auto,0.9965944886207581,umbul ponggok,Fasilitas|Suasana
"baru pertama nyoba scuba diving di ponggok setelah berkali2 kesana. . seru bgt, kl ad budget lebih dan kebetulan bs renang oke jg nyobain itu. nagih bener. kemarin dtg pas libur sekolah jd lgsg dtg rombongan agak banyak. dan itu agak serem klo pas lg nyelem krn bnyk kaki, mengurangi estetika dlm dokumentasi jg sih. hehe. . jd kl pas longgar, lebih baik rencanakan waktu yg sekiranya tdk terlalu ramai. berkunjung juni 2022, sy bayar 250 ud termasuk semua alat, guide dan dokumentasi. durasi plus min 1jam. bawa minum putih atau anget ya, krn itu sangat membantu. sukses selalu!","baru pertama nyoba scuba diving di ponggok setelah berkali2 ke sana . seru banget , kl ada budget lebih dan kebetulan bs renang oke juga nyobain itu . nagih bener . kemarin dtg pas libur sekolah jadi lgsg dtg rombongan agak banyak . dan itu agak serem klo pas lg nyelem karena banyak kaki , mengurangi estetika dalam dokumentasi juga sih . hehe . jadi kl pas longgar , lebih baik rencanakan waktu yang sekiranya tidak terlalu ramai . berkunjung juni 2022 , saya bayar 250 ud termasuk semua alat , guide dan dokumentasi . durasi plus min 1jam . bawa minum putih atau anget ya , karena itu sangat membantu . sukses selalu !",1,Positif,auto,0.9966861605644226,umbul ponggok,Pemandangan & Alam|Pelayanan|Harga & Tiket|Kuliner
"tiket lebih murah saat weekday lebih sepi manusia pula, jadi bebas saat mencari tempat duduk. lalu saat mencari spot foto pun tidak antri.","tiket lebih murah saat weekday lebih sepi manusia pula , jadi bebas saat mencari tempat duduk . lalu saat mencari spot foto pun tidak antri .",1,Positif,auto,0.9916701316833496,umbul ponggok,Fasilitas|Harga & Tiket
"kamar mandinya lhoh kok apa2 bayar , mau ganti baju renang sj diminta bayar. pdhl kamar mandi kan fasilitas gratis harusnya, secara org renang emang harus ganti baju, mandi dan kencing. masa harus mandi dan kencing di kolam? masa harus ganti baju di depan orang? klo ban dan pelampung maklum krn ga semua yg masuk butuh itu. .","kamar mandinya lhoh kok apa2 bayar , mau ganti baju renang sj diminta bayar . pdhl kamar mandi kan fasilitas gratis harusnya , secara orang renang emang harus ganti baju , mandi dan kencing . masa harus mandi dan kencing di kolam ? masa harus ganti baju di depan orang ? klo ban dan pelampung maklum karena tidak semua yang masuk butuh itu .",0,Negatif,auto,0.9060982465744019,umbul ponggok,Kebersihan|Fasilitas|Harga & Tiket
sayangnya kurang teratur. tempat parkir mobil jg susah,sayangnya kurang teratur . tempat parkir mobil juga susah,0,Negatif,auto,0.9863631129264832,umbul ponggok,Fasilitas|Akses & Lokasi
sungguh menyenangkan tempat nya ok kita bisa menyelam seperti dan lautan dengan di temani berbagai ikan banyak g cantik,sungguh menyenangkan tempatnya ok kita bisa menyelam seperti dan lautan dengan di temani berbagai ikan banyak tidak cantik,1,Positif,auto,0.9453647136688232,umbul ponggok,Pemandangan & Alam
"seru deh, mayan","seru deh , mayan",1,Positif,auto,0.9955839514732361,umbul ponggok,Lainnya
"kolam renang unik, airnya jernih dan dijamin bersih karena airnya selalu mengalir dan berganti dgn air dr mata air alami. pelayanan dan orang2 yg jualan/ menyewakan alat sangat ramah. harga2nya juga standart tempat wisata lokal. salut untuk pengelolanya dan diharapkan selalu update dan upgrade kedepannya","kolam renang unik , airnya jernih dan dijamin bersih karena airnya selalu mengalir dan berganti dengan air dari mata air alami . pelayanan dan orang2 yang jualan / menyewakan alat sangat ramah . harga2nya juga standar tempat wisata lokal . salut untuk pengelolanya dan diharapkan selalu update dan upgrade kedepannya",1,Positif,auto,0.9978169202804565,umbul ponggok,Pemandangan & Alam|Kebersihan|Pelayanan|Fasilitas|Harga & Tiket
rekomen buat santai kluarga.,rekomen buat santai kluarga .,1,Positif,auto,0.971244752407074,umbul ponggok,Suasana
sangat cocok untuk pecinta snorkling,sangat cocok untuk pecinta snorkeling,1,Positif,auto,0.9971242547035217,umbul ponggok,Lainnya
"tempat renang yg cukup luas, parkirnya luas","tempat renang yang cukup luas , parkirnya luas",1,Positif,auto,0.9958912134170532,umbul ponggok,Fasilitas
"htm 10. 000/pax weekdays ketika saya masuk, , , klo weekend 15. 000/pax. . . parkir motor 5rb diluar disebrang umbul ponggoknya, , , untuk sewa safety jacket 10. 000 bagi yg gabisa berenang, , , airnya agak amis ditempat yg banyak ikannya, terus juga dingin banget, tempat untuk berenangnya menurut saya gak deh, karena banyak lumut ditangga kolamnya, terus juga dalem sekitar 2meteran kolamnya. . . untuk wc buat ganti pakaian bayar 1. 000 sekali pakai, untuk mandi bilas berenang bayar 2. 000 . . . sekilas foto2 disini ada dibawah","harga tiket masuk 10 . 000 / pax weekdays ketika saya masuk , klo weekend 15 . 000 / pax . parkir motor 5rb diluar disebrang umbul ponggoknya , untuk sewa safety jacket 10 . 000 bagi yang gabisa berenang , airnya agak amis ditempat yang banyak ikannya , terus juga dingin banget , tempat untuk berenangnya menurut saya tidak deh , karena banyak lumut ditangga kolamnya , terus juga dalem sekitar 2meteran kolamnya . untuk wc buat ganti pakaian bayar 1 . 000 sekali pakai , untuk mandi bilas berenang bayar 2 . 000 . sekilas foto - foto di sini ada dibawah",1,Positif,auto,0.9705683588981628,umbul ponggok,Kebersihan|Fasilitas|Harga & Tiket|Kuliner|Suasana|Akses & Lokasi
seru,seru,1,Positif,auto,0.9969782829284668,umbul ponggok,Lainnya
"umbul ponggok, air nya dingin karena dari mata air langsung. htm weekday 10 rb/orang kalo pas weekend 15 rb/orang tempat lumayan bersih, parkiran mudah. tempat duduk untuk penunggu jg banyak dan jajanan lengkap pun murah. untuk sewa alat mulai 10 rb an. foto mulai 25 rb an. toilet bersih dan mushola jg bersih. disediakan juga banyak dagangan pakaian, jadi ga perlu kawatir kalo dadakan pen nyemplung tapi ga bawa baju ganti. penjaganjuga banyak jadi cukup aman dan recomended!","umbul ponggok , air nya dingin karena dari mata air langsung . harga tiket masuk weekday 10 rb / orang kalo pas weekend 15 rb / orang tempat lumayan bersih , parkiran mudah . tempat duduk untuk penunggu juga banyak dan jajanan lengkap pun murah . untuk sewa alat mulai 10 rb an . foto mulai 25 rb an . toilet bersih dan mushola juga bersih . disediakan juga banyak dagangan pakaian , jadi tidak perlu kawatir kalo dadakan pen nyemplung tapi tidak bawa baju ganti . penjaganjuga banyak jadi cukup aman dan sangat disarankan !",1,Positif,auto,0.9971747398376465,umbul ponggok,Kebersihan|Pelayanan|Fasilitas|Harga & Tiket|Kuliner|Suasana
"cocok buat wisata keluarga/ buat seru seruan bareng teman. buat yg bisa berenang seger banget, air nya langsung dari mata air, ikan nya guede guede se bantal tapi ramah kok. buat yg ga bisa renang bisa nyemplung"" kaki aja atau sewa jaket pelampung. ada kolam renang anak juga.","cocok buat wisata keluarga / buat seru seruan bareng teman . buat yang bisa berenang seger banget , air nya langsung dari mata air , ikan nya guede guede se bantal tapi ramah kok . buat yang tidak bisa renang bisa nyemplung "" kaki aja atau sewa jaket pelampung . ada kolam renang anak juga .",1,Positif,auto,0.9971663355827332,umbul ponggok,Pelayanan|Fasilitas
bagus bersih airnya. . .,bagus bersih airnya .,1,Positif,auto,0.9974263310432434,umbul ponggok,Kebersihan
"tertata, bersih dan modern","tertata , bersih dan modern",1,Positif,auto,0.9943894743919373,umbul ponggok,Kebersihan
"jangan ngaku fotografer kalau belum merasakan susahnya foto di dalam air. . . . cocok juga untuk refreshing dan healing, jernih airnya bikin betah nyelam lama lama. nb. jangan lupa bawa kaca mata renang yes. . .","jangan ngaku fotografer kalau belum merasakan susahnya foto di dalam air . cocok juga untuk refreshing dan healing , jernih airnya bikin betah nyelam lama lama . nb . jangan lupa bawa kaca mata renang yes .",1,Positif,auto,0.9973306655883789,umbul ponggok,Pemandangan & Alam
benar benar alami. kalo ke sini wajib foto bawah air. tarif mulai 60rb untuk setengah jam dan atau empat orang.,benar benar alami . kalo ke sini wajib foto bawah air . tarif mulai 60rb untuk setengah jam dan atau empat orang .,1,Positif,auto,0.976858913898468,umbul ponggok,Pemandangan & Alam|Harga & Tiket|Budaya & Tradisi
"awalnya ragu mau foto krn ga bisa renang, tapi mas2 instrukturnya luar biasa sabar ngarahin, akhirnya bisa lah punya foto di umbul ponggok.","awalnya ragu mau foto karena tidak bisa renang , tapi mas2 instrukturnya luar biasa sabar ngarahin , akhirnya bisa lah punya foto di umbul ponggok .",1,Positif,auto,0.9007631540298462,umbul ponggok,Lainnya
tempatnya enak cocok buat piknik keluarga,tempatnya enak cocok buat piknik keluarga,1,Positif,auto,0.9978873133659363,umbul ponggok,Lainnya
cocok untuk anda yang ingin (real) berenang deskripsi tempat : • kedalaman +- 175 cm (pinggir) • kedalaman +- 200 cm (tengah) • kualitas air bagus (bening) • ukuran kolam luas • ada spot foto dalam air • sewa pelampung • warung • kamar mandi banyak • gazebo dll,cocok untuk anda yang ingin ( real ) berenang deskripsi tempat : kedalaman +- 175 cm ( pinggir ) kedalaman +- 200 cm ( tengah ) kualitas air bagus ( bening ) ukuran kolam luas ada spot foto dalam air sewa pelampung warung kamar mandi banyak gazebo dl,1,Positif,auto,0.9909288287162781,umbul ponggok,Pemandangan & Alam|Kebersihan|Fasilitas|Kuliner
uadeemmmm cesss suegerrrr beniing dari jawa timur mampir ngadem kesini lagi byuurrrrr,uadeem ces segar beniing dari jawa timur mampir ngadem kesini lagi byuur,1,Positif,auto,0.9903128147125244,umbul ponggok,Suasana
harus coba kesini.,harus coba kesini .,2,Netral,auto,0.9926788806915283,umbul ponggok,Lainnya
umbul ponggok,umbul ponggok,0,Negatif,auto,0.5422461032867432,umbul ponggok,Lainnya
"umbul ponggok salah satu obyek wisata yang bagus di klaten, rekomended utk dikunjungi bersama keluarga","umbul ponggok salah satu obyek wisata yang bagus di klaten , recommended untuk dikunjungi bersama keluarga",1,Positif,auto,0.9977102279663086,umbul ponggok,Lainnya
"tempat wisata air yg nyaman, foto foto under water bersama ikan koi tempatnya disini.","tempat wisata air yang nyaman , foto foto underwater bersama ikan koi tempatnya di sini .",1,Positif,auto,0.9870823621749878,umbul ponggok,Suasana
bagusss pemandunye super sabar and menyakinkan jdi aman wat nyelemmm,bagus pemandunye super sabar and menyakinkan jdi aman wat nyelem,1,Positif,auto,0.9956651329994202,umbul ponggok,Lainnya
"kolam buatan yg bgus bnyak spot foto underwaternya, sayangnya lantai sekitar kolam licin sekali kurang aman untuk anak kecil","kolam buatan yang bagus banyak spot foto underwaternya , sayangnya lantai sekitar kolam licin sekali kurang aman untuk anak kecil",1,Positif,auto,0.942762017250061,umbul ponggok,Fasilitas
luar biasa,luar biasa,1,Positif,auto,0.9960201382637024,umbul ponggok,Lainnya
contoh desa mandiri pakde junaidi keren,contoh desa mandiri pakde junaidi keren,1,Positif,auto,0.9467158913612366,umbul ponggok,Lainnya
"tempat bagus , menyenangkan untuk bermain air","tempat bagus , menyenangkan untuk bermain air",1,Positif,auto,0.9974253177642822,umbul ponggok,Lainnya
ini tempat rekreasi bersama keluarga yg murah dan nyaman,ini tempat rekreasi bersama keluarga yang murah dan nyaman,1,Positif,auto,0.9962693452835083,umbul ponggok,Harga & Tiket|Suasana
"aku bkn penggemar foto"" aku penggemar berenang. pokoknyabkl sudah di klaten semua umbul harus di jajal. termasuk umbul kapilaler dan umbul manten. mantap","aku bkn penggemar foto "" aku penggemar berenang . pokoknyabkl sudah di klaten semua umbul harus di jajal . termasuk umbul kapilaler dan umbul manten . mantap",1,Positif,auto,0.9972471594810486,umbul ponggok,Lainnya
tempat yang sejuk untuk bersantai sambil berendam di air yang jernih,tempat yang sejuk untuk bersantai sambil berendam di air yang jernih,1,Positif,auto,0.9962708950042725,umbul ponggok,Suasana
"fasilitas lengkap, murah meriah","fasilitas lengkap , murah meriah",1,Positif,auto,0.9971242547035217,umbul ponggok,Fasilitas|Harga & Tiket
dulu hanya tempat mandi bagi masyarakat sekitar sekarang menjadi salah satu obyek wisata yg luar biasa,dulu hanya tempat mandi bagi masyarakat sekitar sekarang menjadi salah satu obyek wisata yang luar biasa,1,Positif,auto,0.9948573112487793,umbul ponggok,Pelayanan
lokasi mudah tepi jalan besar tapi area umbul kurang luas tempat parkir juga kurang luas,lokasi mudah tepi jalan besar tapi area umbul kurang luas tempat parkir juga kurang luas,0,Negatif,auto,0.7976436614990234,umbul ponggok,Fasilitas|Akses & Lokasi
tempatnya seru. buat foto. airnya dingin. setelah berenang disini disarankan minum vitamin biar nggak sakit. wkwkw,tempatnya seru . buat foto . airnya dingin . setelah berenang di sini disarankan minum vitamin biar tidak sakit . wkwkw,1,Positif,auto,0.996878981590271,umbul ponggok,Kuliner|Suasana
tempat nya lumayan,tempatnya lumayan,1,Positif,auto,0.9948046803474426,umbul ponggok,Lainnya
"maaf masuk nya mahal , pasilitas ga ada .","maaf masuk nya mahal , fasilitas tidak ada .",0,Negatif,auto,0.996585488319397,umbul ponggok,Fasilitas|Harga & Tiket
bagus banget tempate,bagus banget tempate,1,Positif,auto,0.9971460700035095,umbul ponggok,Lainnya
1 jam perjalanan klo dari malioboro. . tempatnya indah bisa foto bareng ikan ikannya lucu2 gemuk2 sehat2. . airnya bersih jernih karena asli mata air. . . makanan disini juga terjangkau. . joss enak2 untuk sewa kendaraan foto di under water 160k durasi 30 menit gaya bebas nti diarahkan sama mas nya makanan ikan 2000 beli biar gemuk ikannya,1 jam perjalanan klo dari malioboro . tempatnya indah bisa foto bareng ikan ikannya lucu2 gemuk2 sehat2 . airnya bersih jernih karena asli mata air . makanan di sini juga terjangkau . joss enak2 untuk sewa kendaraan foto di underwater 160k durasi 30 menit gaya bebas nti diarahkan sama mas nya makanan ikan 2000 beli biar gemuk ikannya,1,Positif,auto,0.9979068040847778,umbul ponggok,Kebersihan|Harga & Tiket|Kuliner|Akses & Lokasi
airnya bening langsung dari sumber air.,airnya bening langsung dari sumber air .,1,Positif,auto,0.9912582039833069,umbul ponggok,Lainnya
tempat paling menyenangkan untuk berenang,tempat paling menyenangkan untuk berenang,1,Positif,auto,0.9963122010231018,umbul ponggok,Lainnya
cocok buat yg ingin berenang dan foto2 bawah air . . klo cuma mau nongkrongkurang worth it.,cocok buat yang ingin berenang dan foto - foto bawah air . klo cuma mau nongkrongkurang worth it .,1,Positif,auto,0.9967153072357178,umbul ponggok,Harga & Tiket
yuhuuu dingin benerrr,yuhu dingin bener,1,Positif,auto,0.5777944922447205,umbul ponggok,Suasana
menyelam bersama ikan kan kan kan,menyelam bersama ikan kan kan kan,1,Positif,auto,0.9535706639289856,umbul ponggok,Lainnya
pemandiannya bersih. sudah tertata. hanya kurang di tempat parkir kendaraan roda 4. tiket masuk pun murah.,pemandiannya bersih . sudah tertata . hanya kurang di tempat parkir kendaraan roda 4 . tiket masuk pun murah .,1,Positif,auto,0.9977154731750488,umbul ponggok,Kebersihan|Fasilitas|Harga & Tiket|Akses & Lokasi
tidak ada sewa ban harus beli,tidak ada sewa ban harus beli,2,Netral,auto,0.9024501442909241,umbul ponggok,Lainnya
"tiket weekdays 10k, weekend 15k. . parkiran diluar, tempat bersih banyak ikannya gede gede. . nyewa pelampung, kaki bebek, kacamata , dll lengkap. . ada banyak yg jual makanan . . harga makanan termasuk murah untuk tmpt sekelas wisata sumber air mata air adalah aliran air tanah yang muncul ke permukaan tanah secara alami, yang disebabkan oleh terpotongnya aliran air tanah oleh bentuk topografi setempat dan keluar dari batuan. pada umumnya mata air muncul di daerah kaki perbukitan atau bagian lereng, lembah perbukitan, dan di daerah dataran.","tiket weekdays 10k , weekend 15k . parkiran diluar , tempat bersih banyak ikannya gede gede . nyewa pelampung , kaki bebek , kacamata , dl lengkap . ada banyak yang jual makanan . harga makanan termasuk murah untuk tempat sekelas wisata sumber air mata air adalah aliran air tanah yang muncul ke permukaan tanah secara alami , yang disebabkan oleh terpotongnya aliran air tanah oleh bentuk topografi setempat dan keluar dari batuan . pada umumnya mata air muncul di daerah kaki perbukitan atau bagian lereng , lembah perbukitan , dan di daerah dataran .",1,Positif,auto,0.926949143409729,umbul ponggok,Pemandangan & Alam|Kebersihan|Fasilitas|Harga & Tiket|Kuliner
"bagus banget. berenang sekaligus liat ikan, bisa kasih makan ikan. tersedia pelampung dan lainnya.","bagus banget . berenang sekaligus melihat ikan , bisa kasih makan ikan . tersedia pelampung dan lainnya .",1,Positif,auto,0.9969694018363953,umbul ponggok,Kuliner
"tiket masuk 15rb, sewa kacamata snorkeling 15an kalau tidak salah, setiap kamar mandi ada biaya 2000. . . tempatnya luas kebetulan datang jam 8 jadi ga ramai, untuk air jernih sekali untuk makanan termasuk murah di area wisata","tiket masuk 15rb , sewa kacamata snorkeling 15an kalau tidak salah , setiap kamar mandi ada biaya 2000 . tempatnya luas kebetulan datang jam 8 jadi tidak ramai , untuk air jernih sekali untuk makanan termasuk murah di area wisata",1,Positif,auto,0.9972586631774902,umbul ponggok,Kebersihan|Harga & Tiket|Kuliner
wisata didesaku,wisata didesaku,1,Positif,auto,0.9396355748176575,umbul ponggok,Lainnya
sukak yg seger² apa lagi banyak ikan,sukak yang seger apa lagi banyak ikan,1,Positif,auto,0.996846616268158,umbul ponggok,Lainnya
biasa aja buat aku,biasa aja buat aku,0,Negatif,auto,0.9971011281013489,umbul ponggok,Lainnya
"mantap, wisata keluarga murah meriah","mantap , wisata keluarga murah meriah",1,Positif,auto,0.9976174235343933,umbul ponggok,Harga & Tiket
"maaf cuma masukan aja, seharusnya air sumber dr alam ky gini (yg gk perlu kaporit dll) & tiket masuknya 15rb udah mencakup toilet, loker, dll pak bu, jgn dikit"" bayar agak terkesan gmn gtu ky maruk. . klo jualan silahkan tp kalo fasilitas kyk nya kurang pas aja ikut diproyek , judul e kecewa gessss. . .","maaf cuma masukan aja , seharusnya air sumber dari alam ky gini ( yang tidak perlu kaporit dl ) & tiket masuknya 15rb udah mencakup toilet , loker , dl pak bu , jangan dikit "" bayar agak terkesan gmn gtu ky maruk . klo jualan silahkan tapi kalo fasilitas kyk nya kurang pas aja ikut diproyek , judul e kecewa ges .",0,Negatif,auto,0.9958263039588928,umbul ponggok,Pemandangan & Alam|Kebersihan|Fasilitas|Harga & Tiket
"sangat rekomended untuk keluarga, murah tiket masuk 15k, sewa snorkle 15k, sewa pelampung dan kaki kodok masing2 juga 10k. ikannya bagus2, airnya bening dan sejuk","sangat recommended untuk keluarga , murah tiket masuk 15k , sewa snorkle 15k , sewa pelampung dan kaki kodok masing2 juga 10k . ikannya bagus2 , airnya bening dan sejuk",1,Positif,auto,0.9984190464019775,umbul ponggok,Harga & Tiket|Suasana
umbul ponggok walker seru. pelayanan terbaik lah. .,umbul ponggok walker seru . pelayanan terbaik lah .,1,Positif,auto,0.9969722032546997,umbul ponggok,Pelayanan
bagus dan murah seger pokok ya air . tiket cuman 10rb 1org penyewaan ya jg terjangkau,bagus dan murah seger pokok ya air . tiket cuma 10rb 1org penyewaan ya juga terjangkau,1,Positif,auto,0.9978407621383667,umbul ponggok,Harga & Tiket
"underwater photoshooth yg cukup rekomen, sop nya aman, instrukturmya ramah, sabar banget, semua dipastikan dlm kondisi yg safety baik untuk yg mau renang maupun yg foto-foto. hasil fotonya jg banyaakkk. . . thanks, semangat & sehat selalu ya tuk semua tim umbul ponggok","underwater photoshooth yang cukup rekomen , sop nya aman , instrukturmya ramah , sabar banget , semua dipastikan dalam kondisi yang safety baik untuk yang mau renang maupun yang foto - foto . hasil fotonya juga banyaak . thanks , semangat & sehat selalu ya tuk semua tim umbul ponggok",1,Positif,auto,0.9962242841720581,umbul ponggok,Pemandangan & Alam|Pelayanan
tempatnya bersih para pengelola ramah,tempatnya bersih para pengelola ramah,1,Positif,auto,0.9970325231552124,umbul ponggok,Kebersihan|Pelayanan
air jernih sumber mata air bening cocok buat wisata air,air jernih sumber mata air bening cocok buat wisata air,1,Positif,auto,0.9951039552688599,umbul ponggok,Lainnya
sebaiknya dtg pagi dan siang,sebaiknya dtg pagi dan siang,2,Netral,auto,0.9961178302764893,umbul ponggok,Lainnya
kolam renang ada dua 1 untuk dewasa dan 1balita utk kolam dewasa kurang lbih kedalaman 3mtr lbj dan kolam balita kedalaman 1mtr. tersedia juga alat kelengkapan renang.,kolam renang ada dua 1 untuk dewasa dan 1balita untuk kolam dewasa kurang lbih kedalaman 3mtr lbj dan kolam balita kedalaman 1mtr . tersedia juga alat kelengkapan renang .,2,Netral,auto,0.8651093244552612,umbul ponggok,Pemandangan & Alam|Fasilitas
seger airnya,seger airnya,1,Positif,auto,0.9973257780075073,umbul ponggok,Lainnya
"tempatnya bersih, luas, dalam, banyak ikan ikan besar harga tiket masuk dan sewa terjangkau mau paketan sewa fotografer dan properti foto dalam air jg bisa menu kantin juga terjangkau","tempatnya bersih , luas , dalam , banyak ikan ikan besar harga tiket masuk dan sewa terjangkau mau paketan sewa fotografer dan properti foto dalam air juga bisa menu kantin juga terjangkau",1,Positif,auto,0.9979130625724792,umbul ponggok,Pemandangan & Alam|Kebersihan|Harga & Tiket|Kuliner
"tempat basah-basahan yang unik, banyak properti menarik didalam kolam","tempat basah - basahan yang unik , banyak properti menarik didalam kolam",1,Positif,auto,0.9713412523269653,umbul ponggok,Pemandangan & Alam|Fasilitas
seruuuuu . . . . . pengen kesana lagii .,seru . pengen ke sana lagi .,1,Positif,auto,0.9249342679977417,umbul ponggok,Lainnya
"awalnya ku kira wisata alam gitu, ternyata semacam kolam renang. untuk wahananya cuman kolam besar 3meter sama kolam anak. yg bikin menarik, foto di dalam air yang udah mirip ke raja ampat. . wkwkwkwkw. .","awalnya ku kira wisata alam gitu , ternyata semacam kolam renang . untuk wahananya cuma kolam besar 3meter sama kolam anak . yang bikin menarik , foto di dalam air yang udah mirip ke raja ampat . wkwkwkwkw .",1,Positif,auto,0.9943549633026123,umbul ponggok,Pemandangan & Alam|Fasilitas
airnya jernih. . ikannya banyak n jinak. . . pelayanan crew bagus. . salut. mendoannya enak n murah banget. .,airnya jernih . ikannya banyak dan jinak . pelayanan crew bagus . salut . mendoannya enak dan murah banget .,1,Positif,auto,0.99845290184021,umbul ponggok,Pelayanan|Harga & Tiket
wisata alam air alami yg sejuk airny jernih bgs jg buat foto prewed pecintan snorkling . . . diving . . . . tmpt jg nyaman pelayan ramah . . .,wisata alam air alami yang sejuk air jernih bagus juga buat foto prewed pecintan snorkeling . diving . tempat juga nyaman pelayan ramah .,1,Positif,auto,0.9983553290367126,umbul ponggok,Pemandangan & Alam|Pelayanan|Suasana
tempatnya seru sayang parkiran bus dan mobil agak kurang nyaman. jadi bintang 4 aja ya.,tempatnya seru sayang parkiran bus dan mobil agak kurang nyaman . jadi bintang 4 aja ya .,1,Positif,auto,0.9921779036521912,umbul ponggok,Fasilitas|Suasana|Akses & Lokasi
"sudah 2x ke sini, thn 2017 dan 2022, tempat ga berubah, anak2 suka sekali","sudah 2x ke sini , thn 2017 dan 2022 , tempat tidak berubah , anak - anak suka sekali",1,Positif,auto,0.9964826107025146,umbul ponggok,Lainnya
"kolam renang yang luas berisi ikan ikan besar, htm murah.","kolam renang yang luas berisi ikan ikan besar , harga tiket masuk murah .",1,Positif,auto,0.9952256679534912,umbul ponggok,Fasilitas|Harga & Tiket
tempat rekreasi keluarga yang nyaman,tempat rekreasi keluarga yang nyaman,1,Positif,auto,0.992708683013916,umbul ponggok,Suasana
kereeeen bisa poto didlm air. . air jernih dingin seger,kereeeen bisa foto di dalam air . air jernih dingin seger,1,Positif,auto,0.9974110722541809,umbul ponggok,Pemandangan & Alam|Suasana
airnya segar,airnya segar,1,Positif,auto,0.9954297542572021,umbul ponggok,Suasana
kolam renang bisa buat snorkling . . . bisa sewa alat sama pelampung . . . ada jg jasa foto underwaternya . . . harga jajanan murah . . . air bersih dan dingin banget . . . bisa sambil kasih makan ikan . . . cocok untuk rekreasi keluarga . . .,kolam renang bisa buat snorkeling . bisa sewa alat sama pelampung . ada juga jasa foto underwaternya . harga jajanan murah . air bersih dan dingin banget . bisa sambil kasih makan ikan . cocok untuk rekreasi keluarga .,1,Positif,auto,0.9982117414474487,umbul ponggok,Kebersihan|Fasilitas|Harga & Tiket|Kuliner|Suasana
"htm 15k, cocok buat yg bisa berenang. menyadiakan pelampung,","harga tiket masuk 15k , cocok buat yang bisa berenang . menyadiakan pelampung ,",1,Positif,auto,0.9892295002937317,umbul ponggok,Harga & Tiket
"mata air gunung merapi yang sangat besar, dulu penuh lumut, sekarang sudah dioptimalkan sebagai wisata alam yang sangat indah. bisa foto prewedding di dalem air, atau pose bebas. banyak ikannya. airnya juga diambil bahan baku produksi air mineral, air minum, da pertanian.","mata air gunung merapi yang sangat besar , dulu penuh lumut , sekarang sudah dioptimalkan sebagai wisata alam yang sangat indah . bisa foto prewedding di dalem air , atau pose bebas . banyak ikannya . airnya juga diambil bahan baku produksi air mineral , air minum , da pertanian .",1,Positif,auto,0.9953433275222778,umbul ponggok,Pemandangan & Alam|Kebersihan|Kuliner
"menyenangkan, . cuma untuk wifi home stay nya kurang puas, karena saya kamarnya jauh dari sumber wifi","menyenangkan . cuma untuk wifi home stay nya kurang puas , karena saya kamarnya jauh dari sumber wifi",0,Negatif,auto,0.9558274149894714,umbul ponggok,Fasilitas|Akses & Lokasi
"pemandangan hanya terdapat jika kita menyelam saja, kalau rame luar biasa.","pemandangan hanya terdapat jika kita menyelam saja , kalau ramai luar biasa .",1,Positif,auto,0.9799425601959229,umbul ponggok,Pemandangan & Alam
