review,cleaned_review,cleaned_review_stemmed,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str,aspect_sentiments_str
"destinasi wisata eksotik di malang. . perpaduan kuliner, pandangan indah, belanja suvenir, udara sejuk. . . wow luar biasa. . tiket masuk hanya 8000",destinasi wisata eksotik malang perpaduan kuliner pandangan indah belanja suvenir udara sejuk wow tiket,destinasi wisata eksotik malang padu kuliner pandang indah belanja suvenir udara sejuk wow tiket,1,Positif,mtl_only,0.9962561130523682,pujonkidul,Harga & Tiket|Suasana,Positif|Positif
"cukup bagus, kita dapat menikmati dinginnya suasana pegunungan dan sawah. tp sayangnya di desa wisata pujon kidul kita seperti masuk ke dalam komplek cafe, dan kalau masuk ke masing2 cafe/ tempat makan kita harus bayar lagi.",bagus menikmati dinginnya suasana pegunungan sawah sayangnya desa wisata pujon kidul komplek cafe cafe makan bayar,bagus nikmat dingin suasana gunung sawah sayang desa wisata pujon kidul komplek cafe cafe makan bayar,0,Negatif,mtl_only,0.9968265891075134,pujonkidul,Kuliner,Negatif
lokasi terjangkau,lokasi terjangkau,lokasi jangkau,1,Positif,mtl_only,0.995815098285675,pujonkidul,Akses & Lokasi,Positif
sejuk banget . . pemandangan indah,sejuk banget pemandangan indah,sejuk banget pandang indah,1,Positif,mtl_only,0.997421383857727,pujonkidul,Pemandangan & Alam,Positif
sangat keren lokasinya,keren lokasinya,keren lokasi,1,Positif,mtl_only,0.9972599744796753,pujonkidul,Akses & Lokasi,Positif
cocok buat liburan. tiket murah. makanan terjangkau,cocok liburan tiket murah makanan terjangkau,cocok libur tiket murah makan jangkau,1,Positif,mtl_only,0.9970417618751526,pujonkidul,Harga & Tiket|Kuliner,Positif|Positif
"cocok sekali untuk wisata sekeluarga, wisata bersama komunitas makan bersama sambil menikmati pemandangan pegunungan masuk nya 10rb per orang kita dapat voucher 5rb per orang voucher ini bisa kita gunakan untuk membeli makanan di stan stan atau toko. nanti tinggal motong senilai 5rb atau kita bisa menggunakannya untuk masuk ke dalam cafe atau tempat makan parkir mobil 5rb mushola dan toilet ada di tempat parkir dekat parkir roda empat",cocok wisata sekeluarga wisata komunitas makan menikmati pemandangan pegunungan ribu voucher ribu voucher membeli makanan stan stan toko tinggal motong senilai ribu menggunakannya cafe makan parkir mobil ribu mushola toilet parkir parkir roda,cocok wisata keluarga wisata komunitas makan nikmat pandang gunung ribu voucher ribu voucher beli makan stan stan toko tinggal motong nila ribu guna cafe makan parkir mobil ribu mushola toilet parkir parkir roda,2,Netral,mtl_only,0.9376198053359985,pujonkidul,Kebersihan,Netral
tiket masuk 10rb dan 5rbnya bisa ditukar dg makanan,tiket ribu rbnya ditukar makanan,tiket ribu rbnya tukar makan,1,Positif,mtl_only,0.9906450510025024,pujonkidul,Harga & Tiket,Positif
sejuk hawanya dan bisa menikmati pemandangan jajaran pegunungan yang indah.,sejuk hawanya menikmati pemandangan jajaran pegunungan indah,sejuk hawa nikmat pandang jajar gunung indah,1,Positif,mtl_only,0.9970830082893372,pujonkidul,Pemandangan & Alam,Positif
"keren sekali, instagramable untuk foto foto, tiket juga murah meriah, pelayanan ramah",keren instagramable foto foto tiket murah meriah pelayanan ramah,keren instagramable foto foto tiket murah riah layan ramah,1,Positif,mtl_only,0.9968935251235962,pujonkidul,Harga & Tiket|Pelayanan,Positif|Positif
menarik nuansa alam,menarik nuansa alam,tarik nuansa alam,1,Positif,mtl_only,0.9955898523330688,pujonkidul,Pemandangan & Alam,Positif
lumayan panas harus mulai peduli dg tanam pohon,lumayan panas peduli tanam pohon,lumayan panas peduli tanam pohon,0,Negatif,mtl_only,0.6476024389266968,pujonkidul,Pemandangan & Alam,Negatif
"bagus, segar, sejuk. . soal harga. . ? ? ?",bagus segar sejuk harga,bagus segar sejuk harga,1,Positif,mtl_only,0.9967435598373413,pujonkidul,Harga & Tiket,Positif
salah satu tempat yg menarik buat wisata keluarga. . group. . atau sekedar menghilangkan penat dengan ngopi2 santai. . . view nya asri. . alami. . tempat sport spirt poto yg instagramable. . . kekinian. . . konsep desa wisata yg tertata baik. . bersih. . ramaaah anak dan ramah wisatawan. . . kehidupan masyarakat pertanian dan kombinasi wisata yg sebagian besar di kelola oleh anak anak melinial. . . suasana nya masih termasuk sejuk dan asri alami. . . semoga sllu sukses dan bermanfaat utk masyarakat sekitar. . dan penghibur lara alam utk wisatawan yang datang. . akses emang agak sedikit sempit. . tp over all uda ok,salah menarik wisata keluarga group sekedar menghilangkan penat ngopi santai view asri alami sport spirt poto instagramable kekinian konsep desa wisata tertata bersih ramaaah anak ramah wisatawan kehidupan masyarakat pertanian kombinasi wisata kelola anak anak melinial suasana sejuk asri alami semoga sukses bermanfaat masyarakat penghibur lara alam wisatawan akses sempit over all ok,salah tarik wisata keluarga group dar hilang penat ngopi santai view asri alami sport spirt poto instagramable kini konsep desa wisata tata bersih ramaaah anak ramah wisatawan hidup masyarakat tani kombinasi wisata kelola anak anak melinial suasana sejuk asri alami moga sukses manfaat masyarakat hibur lara alam wisatawan akses sempit over all ok,1,Positif,mtl_only,0.9953474402427673,pujonkidul,Akses & Lokasi|Pemandangan & Alam|Suasana,Negatif|Positif|Positif
suasana pedesaan,suasana pedesaan,suasana desa,2,Netral,mtl_only,0.9813970327377319,pujonkidul,Suasana,Netral
"lumayan asyik, banyak tempat duduk untuk keluarga. banyak juga spot makan, dengan harga standar, tidak terlalu mahal. . wahananya juga menarik dan bervariasi, serta tidak terlalu luas. cocok untuk keluargaa. . .",lumayan asyik duduk keluarga spot makan harga standar mahal wahananya menarik bervariasi luas cocok keluargaa,lumayan asyik duduk keluarga spot makan harga standar mahal wahana tarik variasi luas cocok keluargaa,0,Negatif,mtl_only,0.9971345663070679,pujonkidul,Fasilitas|Kuliner,Positif|Negatif
bagus suasana dan pemandangannya,bagus suasana pemandangannya,bagus suasana pandang,1,Positif,mtl_only,0.9975709319114685,pujonkidul,Pemandangan & Alam,Positif
"tempat nya oke, asri dingin juga pastinya. .",oke asri dingin pastinya,oke asri dingin pasti,1,Positif,mtl_only,0.9938175082206726,pujonkidul,Suasana,Positif
"tempat yg sejuk asri. . . . . hemmm pengen lagi kesana banhak spot vantik. . tiket murah, makanan murah sayur dan buah juga muraaahh. . yook kesanass",sejuk asri hemmm pengin kesana banhak spot vantik tiket murah makanan murah sayur buah muraaahh yuk kesanass,sejuk asri hemmm pengin kesana banhak spot vantik tiket murah makan murah sayur buah muraaahh yuk kesanass,1,Positif,mtl_only,0.9959449172019958,pujonkidul,Harga & Tiket|Kuliner,Positif|Positif
viewnya bagus apalagi latar belakangnya pegunungan. . .,viewnya bagus latar belakangnya pegunungan,viewnya bagus latar belakang gunung,1,Positif,mtl_only,0.9973702430725098,pujonkidul,Pemandangan & Alam,Positif
bagus suasana pedesaan yg asri adem . . kuliner banyakk dan ga mahal,bagus suasana pedesaan asri adem kuliner banyakk mahal,bagus suasana desa asri adem kuliner banyakk mahal,0,Negatif,mtl_only,0.9824527502059937,pujonkidul,Kuliner|Suasana,Negatif|Positif
"bagus suasananya, cuma rame banget tapi jalannya kecil",bagus suasananya rame banget jalannya,bagus suasana rame banget jalan,1,Positif,mtl_only,0.9977385997772217,pujonkidul,Akses & Lokasi|Suasana,Positif|Positif
tempat bagus alami udara sejuk tapi jalan hati 2 karena kecil tapi aman bisa di datangi teman 2.,bagus alami udara sejuk jalan hati aman datangi teman,bagus alami udara sejuk jalan hati aman datang teman,1,Positif,mtl_only,0.9963598847389221,pujonkidul,Akses & Lokasi|Suasana,Positif|Positif
"tempatnya family friendly, enak untuk jalan jalan dan banyak makanannya. parkir susah, walaupun sudah disediakan tempat parkir dari tempat wisata nya tapi tidak cukup jadi parkir di rumah warga",tempatnya family friendly jalan jalan makanannya parkir susah disediakan parkir wisata parkir rumah warga,tempat family friendly jalan jalan makan parkir susah sedia parkir wisata parkir rumah warga,0,Negatif,mtl_only,0.9784871935844421,pujonkidul,Fasilitas,Negatif
view mantap betulll klo bisa pas cuaca cerah lebih bisa mnikmati suasana,view mantap betulll kalo pas cuaca cerah mnikmati suasana,view mantap betulll kalo pas cuaca cerah mnikmati suasana,1,Positif,mtl_only,0.9974789023399353,pujonkidul,Pemandangan & Alam,Positif
tempatnya luas ramai pengunjung dan banyak tersedia fasilitas umum,tempatnya luas ramai pengunjung tersedia fasilitas umum,tempat luas ramai unjung sedia fasilitas umum,1,Positif,mtl_only,0.9924762845039368,pujonkidul,Fasilitas,Positif
"sukkaaa banget sama cafe sawah. udaranya sejuk, makanannya enak, ada tempat bermain & belanja, harganya standar tidak terlalu mahal",sukkaaa banget cafe sawah udaranya sejuk makanannya bermain belanja harganya standar mahal,sukkaaa banget cafe sawah udara sejuk makan main belanja harga standar mahal,0,Negatif,mtl_only,0.9705250263214111,pujonkidul,Harga & Tiket|Kuliner|Pemandangan & Alam|Suasana,Negatif|Negatif|Positif|Positif
kafe sawah pujon kidul menjadi aset terbesar yg ada di pujon. dan salah satu icon tempat wisata yang tidak pernah sepi. bahkan untuk parkir aja kita harus mengantri. tiket masuk mulai januari adalah 10000 per orang dan tiketnya bisa digunakan masuk ke beberapa spot foto. dari tiket masuk bisa untuk 2 wahana ya. disini biasanya tidak boleh bawa makanan. karenan disana disediakan berbagai jenis makanan.,kafe sawah pujon kidul aset terbesar pujon salah icon wisata sepi parkir mengantri tiket januari tiketnya spot foto tiket wahana bawa makanan karenan disana disediakan jenis makanan,kafe sawah pujon kidul aset besar pujon salah icon wisata sepi parkir antri tiket januari tiket spot foto tiket wahana bawa makan karenan sana sedia jenis makan,0,Negatif,mtl_only,0.8475872278213501,pujonkidul,Fasilitas,Negatif
nyaman dan cocok untuk bersantai. . .,nyaman cocok bersantai,nyaman cocok santa,1,Positif,mtl_only,0.9969584941864014,pujonkidul,Suasana,Positif
"tempat lumayan nyaman, tempat parkir belum baik, pelayanan kurang bagus",lumayan nyaman parkir pelayanan bagus,lumayan nyaman parkir layan bagus,1,Positif,mtl_only,0.9965227842330933,pujonkidul,Fasilitas|Pelayanan,Positif|Positif
jgn kesini pas liburan karena parkir susah dan jadi jalan jauh. . kalau angin lagi lencang debu nya dahsyat di tempat parkiran,kesini pas liburan parkir susah jalan angin lencang debu dahsyat parkiran,kesini pas libur parkir susah jalan angin lencang debu dahsyat parkir,0,Negatif,mtl_only,0.9466851949691772,pujonkidul,Akses & Lokasi|Fasilitas,Negatif|Negatif
bagus bgt cm akses jlnnya mohon diperbaiki n lebih dirawat lagi. . .,bagus banget akses jlnnya diperbaiki dirawat,bagus banget akses jlnnya baik rawat,1,Positif,mtl_only,0.9951601624488831,pujonkidul,Akses & Lokasi,Positif
nyaman pelayanan ok. dan harga tiket masuk terjangkau,nyaman pelayanan ok harga tiket terjangkau,nyaman layan ok harga tiket jangkau,1,Positif,mtl_only,0.9965555667877197,pujonkidul,Harga & Tiket|Pelayanan,Positif|Positif
"wisata yang bagus dan bisa meningkatkan ekonomi masyarakat secara mandiri, serta harga yg sangat terjangkau",wisata bagus meningkatkan ekonomi masyarakat mandiri harga terjangkau,wisata bagus tingkat ekonomi masyarakat mandiri harga jangkau,1,Positif,mtl_only,0.9962674975395203,pujonkidul,Harga & Tiket,Positif
bagus. . . sejuk. . . suka sm dagangan sayur mayur yg seger. cm parkirnya becek,bagus sejuk suka dagangan sayur mayur segar parkirnya becek,bagus sejuk suka dagang sayur mayur segar parkir becek,0,Negatif,mtl_only,0.9063235521316528,pujonkidul,Fasilitas,Negatif
"jalan masuk area sempit, waktu pulang susah keluar, pihak parkir tdk mengawal jln kebetulan kita pakai bus besar, bisa di bayangkan parkir 40 rb",jalan area sempit waktu pulang susah parkir mengawal jalan pakai bus bayangkan parkir ribu,jalan area sempit waktu pulang susah parkir awal jalan pakai bus bayang parkir ribu,0,Negatif,mtl_only,0.9919993281364441,pujonkidul,Akses & Lokasi|Fasilitas,Negatif|Negatif
tempat bagus adem banyak banget tanaman bunga dan sayuran cocok buat tempat liburan keluarga cma parkir nya mungkin klo pas liburan susaaah,bagus adem banget tanaman bunga sayuran cocok liburan keluarga parkir kalo pas liburan susaaah,bagus adem banget tanam bunga sayur cocok libur keluarga parkir kalo pas libur susaaah,1,Positif,mtl_only,0.9969995617866516,pujonkidul,Fasilitas,Positif
"baru masuk pertama kali, tapi lokasi bagus",lokasi bagus,lokasi bagus,1,Positif,mtl_only,0.9966616630554199,pujonkidul,Akses & Lokasi,Positif
"bagus, tapi sekarang kalau masuk ke cafe sawahnya kok bayar ya. .",bagus cafe sawahnya bayar,bagus cafe sawah bayar,1,Positif,mtl_only,0.9962245225906372,pujonkidul,Pemandangan & Alam,Positif
"tempatnya bagus pemandangannya banyak tanaman bunga dan petik buah, utk resto makanan lumyan enak kalao bisa ditingkatkan lagi harga tiket juga murah",tempatnya bagus pemandangannya tanaman bunga petik buah resto makanan lumyan kalao ditingkatkan harga tiket murah,tempat bagus pandang tanam bunga petik buah resto makan lumyan kalao tingkat harga tiket murah,1,Positif,mtl_only,0.9975072741508484,pujonkidul,Harga & Tiket|Pemandangan & Alam,Positif|Netral
sangat indah udararanya segar apa lagi malam hari terlihat kerlip lampu kota menambah keindahan,indah udararanya segar malam kerlip lampu kota menambah keindahan,indah udararanya segar malam kerlip lampu kota tambah indah,1,Positif,mtl_only,0.9954245686531067,pujonkidul,Suasana,Positif
"bagus pemandangany. . tapi knp klu masuk spot lain ny harus bayar tiket lagi, harus ny byr di awal aj biar bisa menikmati tmpt spot foto lain ny",bagus pemandangany spot bayar tiket byr biar menikmati spot foto,bagus pemandangany spot bayar tiket byr biar nikmat spot foto,1,Positif,mtl_only,0.9918287396430969,pujonkidul,Pemandangan & Alam,Positif
cocok untuk makan dengan keluarga ataupun pasangan dengan suasana yang asri dan alami.,cocok makan keluarga pasangan suasana asri alami,cocok makan keluarga pasang suasana asri alami,1,Positif,mtl_only,0.9966230392456055,pujonkidul,Kuliner|Suasana,Positif|Positif
"akses jalan nya terlalu sempit kalau berpapasan dengan bus besar, alangkah baik nya yg boleh lewat maksimal bus mini, terlalu bahaya sih kalau bus besar lewat karena jalan nya yg jg menanjak dekat jurang",akses jalan sempit berpapasan bus alangkah maksimal bus mini bahaya bus jalan menanjak jurang,akses jalan sempit papas bus alangkah maksimal bus mini bahaya bus jalan tanjak jurang,0,Negatif,mtl_only,0.8911517858505249,pujonkidul,Akses & Lokasi,Negatif
"bagus, instragamable, kapasitas parkir yg kurang. tidak ada kejelasan tiket untuk masuk kemana saja. perlu dibikinkan peta wisata yg jelas dan tarif/tiket masuk tiap area",bagus instragamable kapasitas parkir kejelasan tiket kemana dibikinkan peta wisata tarif tiket area,bagus instragamable kapasitas parkir jelas tiket mana bikin peta wisata tarif tiket area,1,Positif,mtl_only,0.8524883389472961,pujonkidul,Fasilitas|Harga & Tiket,Positif|Netral
keren. . . suasana masih asri dan natural banget. . .,keren suasana asri natural banget,keren suasana asri natural banget,1,Positif,mtl_only,0.9975588321685791,pujonkidul,Suasana,Positif
"ini dia desa mandiri di kabupaten malang. dari yang semula hanya sawah, kini menjelma jadi desa wisata yang berpenghasilan miliaran rupiah. aksesnya gampang, dari batu teruss saja naik, lepas daerah payung, masih terus. . nanti ada petunjuk khususnya. di sana, tidak hanya ada kafe sawah, tapi juga kios-kios hasil pertanian serta amphiteater untuk acara-acara pertemuan dan pertunjukan musik.",desa mandiri kabupaten malang sawah menjelma desa wisata berpenghasilan miliaran rupiah aksesnya gampang batu lepas daerah payung petunjuk kafe sawah kios kios hasil pertanian amphiteater acara acara pertemuan pertunjukan musik,desa mandiri kabupaten malang sawah jelma desa wisata hasil miliar rupiah akses gampang batu lepas daerah payung tunjuk kafe sawah kios kios hasil tani amphiteater acara acara temu tunjuk musik,1,Positif,mtl_only,0.880786120891571,pujonkidul,Akses & Lokasi,Positif
"tempatnya asik, bagus, banyak makanan dan sayur"" seger harga murah",tempatnya asik bagus makanan sayur segar harga murah,tempat asik bagus makan sayur segar harga murah,1,Positif,mtl_only,0.9979064464569092,pujonkidul,Harga & Tiket|Kuliner,Positif|Positif
"desa wisata yang menarik dimana banyak ditawarkan permainan seperti atv, berkuda, memanah, motocros dll semuanya dilakukan dengan pemberdayaan masyarakat desa. lokasinya sangat mudah dijangkau, namun jalan akses yg terlalu sempit untuk tujuan tempat wisata maka bersiap2 akan mengantri untuk keluar masuknya.",desa wisata menarik dimana ditawarkan permainan atv berkuda memanah motocros dll pemberdayaan masyarakat desa lokasinya mudah dijangkau jalan akses sempit tujuan wisata mengantri masuknya,desa wisata tarik mana tawar main atv kuda manah motocros dll daya masyarakat desa lokasi mudah jangkau jalan akses sempit tuju wisata antri masuk,1,Positif,mtl_only,0.9950612187385559,pujonkidul,Akses & Lokasi,Positif
- cocok untuk keluarga dan ramah anak kecil. - banyak spot foto menarik - tiket masuk cukup murah under 30k - parkir luas - ada mushollah - ada pusat oleh2 - cocok untuk wisata edukasi - ada cafeteria yang menjual macam2 makanan,cocok keluarga ramah anak spot foto menarik tiket murah under kak parkir luas mushollah pusat cocok wisata edukasi cafeteria menjual makanan,cocok keluarga ramah anak spot foto tarik tiket murah under kak parkir luas mushollah pusat cocok wisata edukasi cafeteria jual makan,1,Positif,mtl_only,0.9961996674537659,pujonkidul,Fasilitas|Harga & Tiket,Positif|Positif
"bagus banget. . . yang ke malang harus coba mampir kesini yaa. . . selain pemandangan yang indah, juga bagus untuk edukasi anak2",bagus banget malang coba mampir kesini pemandangan indah bagus edukasi anak,bagus banget malang coba mampir kesini pandang indah bagus edukasi anak,1,Positif,mtl_only,0.9976671934127808,pujonkidul,Pemandangan & Alam,Positif
"tempatnya enak, makanan juga terjangkau. sedikit berdebu ketika kemarau",tempatnya makanan terjangkau berdebu kemarau,tempat makan jangkau debu kemarau,1,Positif,mtl_only,0.9925805330276489,pujonkidul,Kuliner,Positif
lokasi keren buat wisata keluarga,lokasi keren wisata keluarga,lokasi keren wisata keluarga,1,Positif,mtl_only,0.9970555305480957,pujonkidul,Akses & Lokasi,Positif
"tempat ini sebenarnya bagus & sejuk. tapi sayangnya bukan selera saya. di sini amat sangat ramai sehingga sulit until bersantai menikmati suasana. makanan yang ambil sendiri pun antri panjang tapi ternyata tidak enak. bila kalian suka dengan tempat ramai dan tidak membawa toddler mungkin akan suka saja dg tempat ini. tapi bila kalian membawa toddler dan memang menyukai suasana yang tenang & nyaman, saya sangat tidak merekomendasikannya.",bagus sejuk sayangnya selera ramai sulit until bersantai menikmati suasana makanan ambil antri suka ramai membawa toddler suka membawa toddler menyukai suasana tenang nyaman merekomendasikannya,bagus sejuk sayang selera ramai sulit until santa nikmat suasana makan ambil antri suka ramai bawa toddler suka bawa toddler suka suasana tenang nyaman rekomendasi,0,Negatif,mtl_only,0.9938416481018066,pujonkidul,Kuliner|Suasana,Negatif|Positif
mantap luar biasa wisata yang sangat recomended. jangan terkejut jika menuju ke tempat wisatanya jalan ekstrem berkelok dan tanjakan.,mantap wisata recomended terkejut wisatanya jalan ekstrem berkelok tanjakan,mantap wisata recomended kejut wisata jalan ekstrem kelok tanjak,0,Negatif,mtl_only,0.9977349042892456,pujonkidul,Akses & Lokasi,Negatif
"parkir luas (hanya saja kalo hujan masih banyak lumpur, menyulitkan pengendara, semoga diperbaiki) pelayanan kurang memuaskan, (mungkin banyaknya pengunjung, nunggu kopi hampir 1 jam) so far pemandangan dan pengelolaan tata letak bagus. semoga diperbaiki, terimakasih",parkir luas kalo hujan lumpur menyulitkan pengendara semoga diperbaiki pelayanan memuaskan banyaknya pengunjung menunggu kopi jam sok far pemandangan pengelolaan tata letak bagus semoga diperbaiki terimakasih,parkir luas kalo hujan lumpur sulit kendara moga baik layan muas banyak unjung tunggu kopi jam sok far pandang kelola tata letak bagus moga baik terimakasih,1,Positif,mtl_only,0.8559084534645081,pujonkidul,Fasilitas|Pelayanan,Positif|Positif
viewnya bagus,viewnya bagus,viewnya bagus,1,Positif,mtl_only,0.9973692893981934,pujonkidul,Pemandangan & Alam,Positif
bagus dan mantul lokasinya,bagus mantul lokasinya,bagus mantul lokasi,1,Positif,mtl_only,0.9961976408958435,pujonkidul,Akses & Lokasi,Positif
bagus. hanya terlalu banyak bayar dan harga permainan terlalu mahal. perlu hati hati kasih harga. . .,bagus bayar harga permainan mahal hati hati kasih harga,bagus bayar harga main mahal hati hati kasih harga,0,Negatif,mtl_only,0.976994514465332,pujonkidul,Harga & Tiket,Negatif
udaranya bersih,udaranya bersih,udara bersih,1,Positif,mtl_only,0.9972048401832581,pujonkidul,Suasana,Positif
"puas banget ke sini. . harga murah tapi asyik. banyak spot foto, begitu pula tempat maen. pemandangan yang indah. ada kolam renang juga. banyak gazebo nya. makanan juga relatif terjangkau. 10rb tiket masuk pas parkit udah termasuk kupon. tempat shalat dan toilet juga ada. wes ga rugi wisata ke sini. .",puas banget harga murah asyik spot foto main pemandangan indah kolam renang gazebo makanan relatif terjangkau ribu tiket pas parkit kupon shalat toilet wes rugi wisata,puas banget harga murah asyik spot foto main pandang indah kolam renang gazebo makan relatif jangkau ribu tiket pas parkit kupon shalat toilet wes rugi wisata,1,Positif,mtl_only,0.991675615310669,pujonkidul,Fasilitas|Harga & Tiket|Kuliner|Pemandangan & Alam,Positif|Positif|Positif|Positif
pemandangan sangat bagus bgt. . . saya sudah ksna 3 kali klau lihat fotonya berasa kpngen ksna lagi. . .,pemandangan bagus banget ksna fotonya berasa kpngen ksna,pandang bagus banget ksna foto asa kpngen ksna,1,Positif,mtl_only,0.996884286403656,pujonkidul,Pemandangan & Alam,Positif
"wuih banyak sekali spot fotonya, pokok e puas masbro",wuih spot fotonya pokok puas masbro,wuih spot foto pokok puas masbro,1,Positif,mtl_only,0.9949136972427368,pujonkidul,Fasilitas,Positif
kurang tertata tempat parkir mobil becek,tertata parkir mobil becek,tata parkir mobil becek,0,Negatif,mtl_only,0.9976195693016052,pujonkidul,Fasilitas,Negatif
"lokasi wisata hasil proses kreatif da inovasi masyarakat pujon kidul yang menyulap sebuah desa menjadi tujuan wisata yang bagus dengan berbagai wahana yg menonjolkan nuansa alam dan memanfaatkan kontur alam menjadi tempat2 yang indah, instagramable, berbagai wahana anak dan cafe tempat nongkrong. wahana alam outbond, olahraga motor, atv, dll pokoknya layakvuntuk dikunjungi",lokasi wisata hasil proses kreatif inovasi masyarakat pujon kidul menyulap desa tujuan wisata bagus wahana menonjolkan nuansa alam memanfaatkan kontur alam indah instagramable wahana anak cafe nongkrong wahana alam outbond olahraga motor atv dll pokoknya layakvuntuk dikunjungi,lokasi wisata hasil proses kreatif inovasi masyarakat pujon kidul sulap desa tuju wisata bagus wahana tonjol nuansa alam manfaat kontur alam indah instagramable wahana anak cafe nongkrong wahana alam outbond olahraga motor atv dll pokok layakvuntuk kunjung,1,Positif,mtl_only,0.9970667958259583,pujonkidul,Akses & Lokasi|Fasilitas,Netral|Positif
desa wisata pujon kidul memang indah pemandangan nya. apalagi sambil makan dan nongkrong di cafe sawah memang sangat mengasyikan. menu makanan nya juga lumayan enak (makan nya prasmanan kalau mau makan berat). kalaupun cuma mau makan snack juga ada walaupun tidak lengkap. atau kalau mau sekedar kopi kopi cantik sambil menikmati pemandangan juga bisa. sayangnya toiletnya sangat sedikit sehingga ketika di high season antrian toilet nya bisa panjang sekali.,desa wisata pujon kidul indah pemandangan makan nongkrong cafe sawah mengasyikan menu makanan lumayan makan prasmanan makan berat makan snack lengkap sekedar kopi kopi cantik menikmati pemandangan sayangnya toiletnya high season antrian toilet,desa wisata pujon kidul indah pandang makan nongkrong cafe sawah asyik menu makan lumayan makan prasmanan makan berat makan snack lengkap dar kopi kopi cantik nikmat pandang sayang toilet high season antri toilet,1,Positif,mtl_only,0.9970664381980896,pujonkidul,Kebersihan|Kuliner|Pemandangan & Alam,Negatif|Positif|Positif
udaranya sejuk dan makanannya relatif murah,udaranya sejuk makanannya relatif murah,udara sejuk makan relatif murah,1,Positif,mtl_only,0.9969396591186523,pujonkidul,Kuliner|Suasana,Positif|Positif
tempat rekreasi yg nyaman dng suasana pedesaan,rekreasi nyaman suasana pedesaan,rekreasi nyaman suasana desa,1,Positif,mtl_only,0.9928280711174011,pujonkidul,Suasana,Positif
"bagus lokasinya, rapi, harga-harga terjangkau, untuk ke depan jalan akses masuk dari jalan raya butuh pelebaran atau disediakan areal parkir bus yang memadai sehingga tidak antri untuk masuk.",bagus lokasinya rapi harga harga terjangkau jalan akses jalan raya butuh pelebaran disediakan areal parkir bus memadai antri,bagus lokasi rapi harga harga jangkau jalan akses jalan raya butuh lebar sedia areal parkir bus pada antri,1,Positif,mtl_only,0.9945874214172363,pujonkidul,Akses & Lokasi|Fasilitas|Harga & Tiket,Positif|Positif|Positif
"konsep & view oke, namun atraksi kurang menarik menurut sy. hanya spot2 foto dan pemandangan yg masih asri. angle utk dapat foto yg bagus jg masih agak susah menurut saya, apalagi kalau crowded saat high season seperti libur natal & tahun baru.",konsep view oke atraksi menarik spot foto pemandangan asri angle foto bagus susah crowded high season libur natal tahun,konsep view oke atraksi tarik spot foto pandang asri angle foto bagus susah crowded high season libur natal tahun,1,Positif,mtl_only,0.9950396418571472,pujonkidul,Fasilitas|Pemandangan & Alam,Positif|Positif
"bagus, sayang akses masuknya kecil jadi macet panjang klo pas hari libur",bagus sayang akses masuknya macet kalo pas libur,bagus sayang akses masuk macet kalo pas libur,0,Negatif,mtl_only,0.9891452789306641,pujonkidul,Akses & Lokasi,Negatif
wisata alam yang bagus. . harga terjangkau. cocok buat liburan ke area batu yang menginginkan suasana alam,wisata alam bagus harga terjangkau cocok liburan area batu suasana alam,wisata alam bagus harga jangkau cocok libur area batu suasana alam,1,Positif,mtl_only,0.9975122213363647,pujonkidul,Harga & Tiket|Pemandangan & Alam,Positif|Positif
muantap bagus buanget gak kecewa deh kalo kesana tapi tolong musholanya digedein dan tempat wudhunya terlalu jauh kalo hujan kaki kotor lagi. . . .,muantap bagus banget kecewa kalo kesana tolong musholanya digedein wudhunya kalo hujan kaki kotor,muantap bagus banget kecewa kalo kesana tolong musholanya digedein wudhunya kalo hujan kaki kotor,0,Negatif,mtl_only,0.9959530830383301,pujonkidul,Fasilitas,Negatif
"pemandangannya bagus banget. ada banyak pilihan destinasi, nggak cuma cafe sawah ya. taman budaya juga oke, masih sepi pulak. ada berbagai macam permainan. tempat parkir luas tapi becek. semoga next time dipaving. pemberdayaan desa yang luar biasa. bisa dicontoh desa-desa lain supaya pemudanya cinta desanya dan nggak memilih urban.",pemandangannya bagus banget pilihan destinasi cafe sawah taman budaya oke sepi permainan parkir luas becek semoga next time dipaving pemberdayaan desa dicontoh desa desa pemudanya cinta desanya memilih urban,pandang bagus banget pilih destinasi cafe sawah taman budaya oke sepi main parkir luas becek moga next time dipaving daya desa contoh desa desa pemuda cinta desa pilih urban,1,Positif,mtl_only,0.9955341815948486,pujonkidul,Fasilitas|Kuliner|Pemandangan & Alam,Negatif|Positif|Positif
"keren, expektasi saya dengan kampung wisata jauuh sekali. awalnya saya kira ini hanya semacam kafe dgn view alam nan indah tapi ternyata jauh lebih dari itu. cocok banget untuk hangout dari kepenatan kota serta berlibur dengan keluarga.",keren expektasi kampung wisata jauuh kafe view alam nan indah cocok banget hangout kepenatan kota berlibur keluarga,keren expektasi kampung wisata jauuh kafe view alam nan indah cocok banget hangout penat kota libur keluarga,1,Positif,mtl_only,0.9979028701782227,pujonkidul,Pemandangan & Alam,Positif
pemandangannya bagus tapi tidak terencana dengan baik,pemandangannya bagus terencana,pandang bagus rencana,1,Positif,mtl_only,0.9969648718833923,pujonkidul,Pemandangan & Alam,Positif
